customer_id,age,plan_type,city,join_date
C01865,30,Bronze,Pune,2020-05-18
C01866,40,Silver,Delhi,2021-08-11
C01867,47,Gold,Chennai,2020-08-05
C01868,21,Bronze,Pune,2020-08-09
C01869,38,Gold,Pune,2021-07-09
C01870,26,Gold,Mumbai,2022-04-09
C01871,24,Silver,Delhi,2020-04-28
C01872,33,Bronze,Chennai,2020-08-30
C01873,40,Bronze,Bangalore,2022-07-20
C01874,40,Silver,Bangalore,2020-04-08
C01875,48,Gold,Pune,2020-10-27
C01876,22,Gold,Pune,2021-11-27
C01877,23,Gold,Hyderabad,2020-07-25
C01878,18,Gold,Delhi,2020-09-15
C01879,45,Bronze,Chennai,2021-12-06
C01880,35,Bronze,Pune,2021-10-23
C01881,41,Silver,Hyderabad,2022-05-31
C01882,30,Silver,Delhi,2020-10-02
C01883,50,Bronze,Chennai,2021-10-30
C01884,27,Bronze,Bangalore,2020-08-05
C01885,24,Gold,Hyderabad,2021-11-13
C01886,54,Gold,Delhi,2020-12-05
C01887,49,Silver,Hyderabad,2020-06-21
C01888,39,Bronze,Pune,2022-07-25
C01889,33,Silver,Mumbai,2020-09-05
C01890,41,Bronze,Bangalore,2021-08-25
C01891,31,Gold,Pune,2021-04-01
C01892,28,Silver,Pune,2020-03-18
C01893,36,Silver,Delhi,2021-10-12
C01894,40,Bronze,Hyderabad,2020-04-16
C01895,51,Gold,Bangalore,2020-07-27
C01896,57,Silver,Pune,2021-05-10
C01897,30,Gold,Delhi,2021-09-09
C01898,56,Silver,Bangalore,2022-07-24
C01899,45,Gold,Hyderabad,2021-01-18
C01900,57,Bronze,Pune,2021-02-08
C01901,33,Silver,Chennai,2021-12-18
C01902,45,Silver,Pune,2022-07-01
C01903,21,Gold,Pune,2020-02-04
C01904,45,Gold,Bangalore,2020-06-06
C01905,29,Silver,Bangalore,2020-09-27
C01906,33,Bronze,Bangalore,2022-02-09
C01907,53,Gold,Bangalore,2021-01-06
C01908,37,Gold,Delhi,2021-07-19
C01909,43,Gold,Mumbai,2020-06-24
C01910,43,Silver,Delhi,2021-05-14
C01911,39,Silver,Pune,2022-01-09
C01912,26,Silver,Delhi,2022-04-14
C01913,22,Silver,Hyderabad,2021-12-15
C01914,34,Bronze,Chennai,2020-07-31
C01915,51,Bronze,Bangalore,2021-11-10
C01916,19,Silver,Hyderabad,2021-08-12
C01917,24,Bronze,Chennai,2020-05-02
C01918,53,Gold,Hyderabad,2020-04-30
C01919,30,Gold,Pune,2021-10-10
C01920,37,Gold,Bangalore,2020-11-26
C01921,47,Silver,Hyderabad,2021-08-01
C01922,47,Gold,Pune,2020-07-30
C01923,28,Bronze,Bangalore,2020-07-22
C01924,48,Silver,Mumbai,2021-07-08
C01925,20,Bronze,Pune,2022-09-12
C01926,19,Gold,Delhi,2021-11-16
C01927,20,Gold,Bangalore,2020-10-29
C01928,32,Gold,Hyderabad,2021-07-05
C01929,34,Silver,Chennai,2020-06-12
C01930,24,Bronze,Hyderabad,2020-09-21
C01931,22,Silver,Delhi,2021-05-18
C01932,51,Silver,Delhi,2020-05-05
C01933,50,Gold,Hyderabad,2022-03-10
C01934,33,Silver,Chennai,2021-03-21
C01935,54,Silver,Bangalore,2021-08-27
C01936,20,Gold,Pune,2021-05-09
C01937,38,Silver,Delhi,2020-12-25
C01938,58,Gold,Delhi,2020-06-17
C01939,25,Gold,Delhi,2021-04-05
C01940,39,Gold,Chennai,2021-02-06
C01941,22,Gold,Mumbai,2020-12-07
C01942,34,Silver,Chennai,2020-10-30
C01943,54,Gold,Bangalore,2020-08-27
C01944,31,Gold,Bangalore,2021-06-09
C01945,56,Silver,Bangalore,2022-05-01
C01946,58,Silver,Bangalore,2021-04-05
C01947,45,Bronze,Bangalore,2021-01-18
C01948,48,Silver,Hyderabad,2020-12-26
C01949,34,Silver,Delhi,2021-01-27
C01950,52,Bronze,Chennai,2020-03-03
C01951,57,Silver,Hyderabad,2022-08-29
C01952,39,Silver,Chennai,2022-08-04
C01953,46,Silver,Mumbai,2020-09-24
C01954,27,Silver,Pune,2021-09-06
C01955,35,Bronze,Delhi,2021-12-12
C01956,52,Silver,Mumbai,2022-03-07
C01957,33,Silver,Hyderabad,2021-09-13
C01958,24,Bronze,Pune,2022-07-22
C01959,47,Gold,Mumbai,2021-10-06
C01960,36,Bronze,Chennai,2020-11-24
C01961,40,Gold,Pune,2022-08-11
C01962,25,Bronze,Chennai,2020-09-28
C01963,34,Bronze,Mumbai,2020-05-26
C01964,38,Silver,Hyderabad,2020-09-13
C01965,43,Gold,Chennai,2020-01-05
C01966,45,Silver,Pune,2022-08-13
C01967,56,Gold,Mumbai,2022-06-23
C01968,50,Bronze,Chennai,2021-11-14
C01969,57,Bronze,Hyderabad,2020-06-04
C01970,36,Gold,Delhi,2022-04-29
C01971,46,Silver,Hyderabad,2021-01-29
C01972,37,Silver,Hyderabad,2022-05-25
C01973,37,Silver,Delhi,2021-07-03
C01974,27,Silver,Hyderabad,2020-03-01
C01975,29,Bronze,Delhi,2022-04-03
C01976,50,Bronze,Delhi,2021-03-25
C01977,42,Bronze,Chennai,2021-09-02
C01978,42,Bronze,Chennai,2021-11-19
C01979,21,Bronze,Delhi,2021-06-10
C01980,21,Silver,Mumbai,2021-09-20
C01981,26,Silver,Pune,2020-02-14
C01982,32,Silver,Mumbai,2022-02-28
C01983,43,Silver,Delhi,2021-11-16
C01984,32,Bronze,Pune,2021-06-16
C01985,43,Bronze,Chennai,2020-10-21
C01986,45,Bronze,Pune,2021-06-10
C01987,24,Gold,Delhi,2020-04-25
C01988,49,Silver,Chennai,2020-12-27
C01989,29,Silver,Pune,2021-08-18
C01990,52,Bronze,Pune,2020-07-29
C01991,49,Silver,Mumbai,2021-08-14
C01992,26,Silver,Pune,2021-06-18
C01993,31,Bronze,Delhi,2021-01-14
C01994,30,Gold,Bangalore,2020-07-14
C01995,50,Gold,Bangalore,2021-09-19
C01996,49,Gold,Bangalore,2022-02-24
C01997,36,Bronze,Delhi,2022-05-07
C01998,47,Silver,Bangalore,2020-12-19
C01999,33,Bronze,Mumbai,2022-05-28
C02000,29,Bronze,Delhi,2021-04-26
C02001,27,Silver,Chennai,2021-11-03
C02002,19,Gold,Delhi,2021-09-14
C02003,35,Gold,Delhi,2021-01-02
C02004,30,Bronze,Pune,2022-08-21
C02005,46,Gold,Pune,2022-05-08
C02006,41,Bronze,Pune,2021-08-11
C02007,55,Bronze,Hyderabad,2022-02-08
C02008,29,Silver,Mumbai,2020-05-15
C02009,46,Silver,Delhi,2020-11-16
C02010,39,Silver,Delhi,2020-06-20
C02011,53,Bronze,Pune,2020-02-24
C02012,18,Silver,Delhi,2021-06-14
C02013,57,Gold,Chennai,2020-12-05
C02014,51,Gold,Delhi,2020-03-16
C02015,51,Bronze,Bangalore,2020-07-03
C02016,50,Bronze,Chennai,2021-08-19
C02017,21,Silver,Chennai,2020-08-04
C02018,55,Bronze,Delhi,2022-02-26
C02019,47,Bronze,Hyderabad,2021-06-01
C02020,37,Gold,Pune,2021-07-23
C02021,43,Gold,Mumbai,2021-07-19
C02022,32,Silver,Mumbai,2020-04-24
C02023,24,Bronze,Bangalore,2021-06-11
C02024,24,Bronze,Mumbai,2021-12-17
C02025,46,Gold,Mumbai,2022-07-07
C02026,40,Bronze,Pune,2020-05-30
C02027,51,Gold,Pune,2022-07-12
C02028,37,Silver,Hyderabad,2022-05-12
C02029,32,Gold,Bangalore,2022-03-08
C02030,50,Bronze,Mumbai,2022-04-18
C02031,34,Silver,Hyderabad,2021-09-05
C02032,37,Gold,Bangalore,2021-05-08
C02033,30,Gold,Chennai,2020-12-03
C02034,41,Silver,Mumbai,2022-06-16
C02035,54,Silver,Mumbai,2022-08-29
C02036,24,Gold,Pune,2021-11-25
C02037,25,Bronze,Delhi,2022-08-30
C02038,40,Gold,Bangalore,2020-09-07
C02039,31,Silver,Mumbai,2022-07-03
C02040,21,Gold,Bangalore,2022-06-03
C02041,38,Silver,Hyderabad,2021-05-17
C02042,27,Silver,Hyderabad,2021-06-23
C02043,39,Bronze,Delhi,2021-05-12
C02044,47,Silver,Mumbai,2021-07-20
C02045,47,Silver,Pune,2022-09-24
C02046,33,Bronze,Mumbai,2022-09-19
C02047,28,Silver,Bangalore,2020-10-20
C02048,39,Bronze,Chennai,2021-11-28
C02049,46,Bronze,Hyderabad,2020-09-28
C02050,42,Silver,Bangalore,2021-07-15
C02051,31,Silver,Delhi,2021-10-20
C02052,31,Gold,Hyderabad,2020-07-24
C02053,19,Bronze,Pune,2022-01-02
C02054,30,Gold,Hyderabad,2020-10-30
C02055,20,Silver,Chennai,2021-08-16
C02056,47,Gold,Mumbai,2022-01-08
C02057,35,Bronze,Chennai,2020-09-06
C02058,53,Gold,Chennai,2020-10-24
C02059,38,Bronze,Mumbai,2020-05-19
C02060,36,Silver,Hyderabad,2020-05-31
C02061,33,Silver,Delhi,2021-09-30
C02062,45,Bronze,Mumbai,2022-09-06
C02063,21,Silver,Mumbai,2020-06-26
C02064,32,Silver,Pune,2020-01-18
C02065,18,Silver,Hyderabad,2021-05-25
C02066,33,Silver,Mumbai,2021-09-25
C02067,37,Bronze,Delhi,2020-02-17
C02068,50,Gold,Bangalore,2021-04-29
C02069,34,Gold,Hyderabad,2021-03-01
C02070,22,Silver,Pune,2021-07-02
C02071,22,Gold,Chennai,2021-06-16
C02072,56,Gold,Mumbai,2020-02-27
C02073,30,Silver,Delhi,2021-08-07
C02074,53,Silver,Hyderabad,2021-12-18
C02075,47,Gold,Delhi,2022-09-13
C02076,21,Bronze,Delhi,2021-09-13
C02077,40,Silver,Chennai,2020-06-18
C02078,38,Bronze,Pune,2020-12-25
C02079,38,Gold,Hyderabad,2021-06-16
C02080,23,Silver,Mumbai,2021-09-10
C02081,41,Bronze,Pune,2020-06-06
C02082,48,Silver,Mumbai,2021-06-13
C02083,36,Gold,Bangalore,2020-12-15
C02084,55,Bronze,Delhi,2021-08-02
C02085,29,Gold,Bangalore,2022-06-22
C02086,31,Gold,Delhi,2021-12-22
C02087,29,Silver,Chennai,2021-11-30
C02088,32,Bronze,Pune,2020-04-22
C02089,36,Gold,Mumbai,2021-07-24
C02090,45,Gold,Chennai,2020-11-05
C02091,57,Bronze,Mumbai,2022-07-11
C02092,58,Gold,Pune,2021-01-15
C02093,22,Gold,Hyderabad,2021-04-04
C02094,22,Bronze,Bangalore,2021-01-02
C02095,23,Bronze,Bangalore,2022-06-23
C02096,40,Bronze,Mumbai,2021-11-08
C02097,20,Bronze,Mumbai,2022-03-31
C02098,54,Silver,Mumbai,2021-07-11
C02099,50,Bronze,Pune,2022-07-14
C02100,38,Silver,Hyderabad,2020-08-10
C02101,37,Silver,Bangalore,2020-10-03
C02102,18,Silver,Chennai,2021-09-20
C02103,56,Gold,Delhi,2020-01-07
C02104,34,Silver,Pune,2020-12-12
C02105,46,Silver,Bangalore,2020-11-13
C02106,25,Gold,Hyderabad,2022-09-18
C02107,43,Gold,Pune,2021-04-24
C02108,45,Gold,Chennai,2022-02-05
C02109,51,Bronze,Bangalore,2021-03-23
C02110,43,Gold,Pune,2021-06-14
C02111,30,Gold,Bangalore,2020-02-15
C02112,54,Silver,Bangalore,2021-02-15
C02113,30,Gold,Hyderabad,2020-05-19
C02114,55,Bronze,Delhi,2021-12-24
C02115,42,Gold,Hyderabad,2022-02-11
C02116,40,Bronze,Bangalore,2021-05-31
C02117,39,Gold,Pune,2022-01-02
C02118,38,Gold,Chennai,2021-08-09
C02119,47,Gold,Hyderabad,2021-04-05
C02120,28,Gold,Delhi,2022-03-20
C02121,21,Bronze,Bangalore,2021-04-14
C02122,50,Bronze,Chennai,2020-01-16
C02123,29,Silver,Hyderabad,2022-04-25
C02124,26,Bronze,Hyderabad,2021-01-06
C02125,49,Gold,Hyderabad,2022-06-30
C02126,28,Silver,Hyderabad,2020-09-08
C02127,54,Silver,Chennai,2020-08-29
C02128,41,Silver,Pune,2022-09-05
C02129,24,Gold,Delhi,2021-10-27
C02130,25,Bronze,Delhi,2020-06-06
C02131,50,Gold,Bangalore,2022-04-23
C02132,42,Silver,Mumbai,2020-08-26
C02133,18,Gold,Pune,2021-10-21
C02134,20,Gold,Bangalore,2021-08-14
C02135,57,Bronze,Bangalore,2021-05-21
C02136,45,Bronze,Hyderabad,2020-09-29
C02137,50,Silver,Mumbai,2021-08-26
C02138,18,Gold,Mumbai,2021-10-24
C02139,55,Gold,Pune,2021-02-15
C02140,44,Bronze,Mumbai,2020-11-07
C02141,55,Gold,Bangalore,2022-05-08
C02142,52,Gold,Mumbai,2022-05-27
C02143,27,Gold,Mumbai,2021-07-01
C02144,29,Bronze,Delhi,2020-06-05
C02145,27,Silver,Bangalore,2022-08-15
C02146,51,Silver,Chennai,2021-08-07
C02147,41,Gold,Mumbai,2020-12-06
C02148,45,Silver,Mumbai,2022-05-17
C02149,39,Bronze,Hyderabad,2020-10-24
C02150,33,Bronze,Mumbai,2021-07-20
C02151,30,Silver,Mumbai,2020-04-04
C02152,53,Silver,Delhi,2021-08-15
C02153,53,Gold,Bangalore,2021-04-17
C02154,40,Silver,Pune,2020-12-09
C02155,31,Gold,Bangalore,2021-12-29
C02156,49,Gold,Hyderabad,2022-02-24
C02157,20,Bronze,Bangalore,2022-01-18
C02158,44,Bronze,Mumbai,2021-12-01
C02159,36,Bronze,Hyderabad,2021-12-24
C02160,39,Bronze,Bangalore,2020-06-30
C02161,18,Silver,Hyderabad,2021-07-12
C02162,22,Bronze,Pune,2020-08-08
C02163,50,Silver,Bangalore,2020-08-19
C02164,36,Bronze,Chennai,2020-03-19
C02165,53,Silver,Mumbai,2022-08-15
C02166,23,Gold,Hyderabad,2020-02-07
C02167,32,Silver,Chennai,2021-05-06
C02168,53,Silver,Chennai,2021-02-12
C02169,50,Bronze,Delhi,2021-07-30
C02170,41,Silver,Hyderabad,2021-03-14
C02171,44,Gold,Chennai,2021-01-11
C02172,28,Gold,Delhi,2022-06-23
C02173,40,Bronze,Chennai,2021-12-13
C02174,50,Gold,Mumbai,2021-09-18
C02175,58,Silver,Pune,2020-01-11
C02176,46,Gold,Delhi,2022-01-05
C02177,48,Bronze,Pune,2021-02-18
C02178,18,Silver,Hyderabad,2020-08-26
C02179,51,Bronze,Mumbai,2021-06-14
C02180,35,Silver,Delhi,2020-06-08
C02181,35,Gold,Hyderabad,2020-11-17
C02182,23,Bronze,Chennai,2021-03-24
C02183,57,Bronze,Bangalore,2020-10-10
C02184,18,Silver,Hyderabad,2021-03-20
C02185,59,Bronze,Pune,2020-12-20
C02186,47,Silver,Mumbai,2022-03-09
C02187,21,Silver,Mumbai,2021-04-17
C02188,49,Silver,Hyderabad,2020-09-28
C02189,27,Silver,Chennai,2020-02-17
C02190,22,Gold,Bangalore,2021-01-23
C02191,26,Silver,Pune,2021-03-05
C02192,22,Bronze,Hyderabad,2022-04-24
C02193,28,Gold,Hyderabad,2021-11-25
C02194,52,Bronze,Mumbai,2021-10-16
C02195,44,Gold,Pune,2020-09-30
C02196,21,Silver,Bangalore,2020-04-30
C02197,27,Gold,Mumbai,2020-08-29
C02198,56,Gold,Hyderabad,2022-05-28
C02199,50,Bronze,Mumbai,2020-12-14
C02200,55,Bronze,Mumbai,2022-01-30
C02201,25,Silver,Delhi,2020-06-10
C02202,41,Gold,Mumbai,2020-06-29
C02203,56,Gold,Chennai,2022-05-04
C02204,50,Gold,Mumbai,2021-05-26
C02205,58,Silver,Chennai,2021-06-29
C02206,36,Silver,Pune,2020-07-01
C02207,19,Silver,Mumbai,2020-11-16
C02208,28,Silver,Bangalore,2021-04-09
C02209,52,Silver,Chennai,2022-08-17
C02210,34,Bronze,Chennai,2021-07-25
C02211,59,Gold,Hyderabad,2020-05-03
C02212,20,Gold,Pune,2021-01-04
C02213,39,Gold,Mumbai,2020-08-24
C02214,52,Gold,Bangalore,2020-11-16
C02215,38,Gold,Hyderabad,2022-02-18
C02216,42,Gold,Pune,2022-08-21
C02217,56,Gold,Chennai,2021-06-12
C02218,19,Gold,Bangalore,2022-04-12
C02219,18,Bronze,Mumbai,2020-05-10
C02220,24,Gold,Delhi,2022-02-28
C02221,37,Bronze,Delhi,2020-11-04
C02222,23,Silver,Pune,2020-05-26
C02223,53,Gold,Bangalore,2020-03-14
C02224,38,Silver,Hyderabad,2022-05-09
C02225,52,Silver,Bangalore,2022-02-13
C02226,53,Silver,Chennai,2020-06-01
C02227,25,Bronze,Delhi,2021-09-05
C02228,21,Silver,Pune,2021-04-21
C02229,33,Silver,Mumbai,2022-01-11
C02230,20,Silver,Bangalore,2021-10-13
C02231,24,Gold,Delhi,2022-07-31
C02232,19,Gold,Hyderabad,2022-04-20
C02233,18,Bronze,Pune,2022-04-18
C02234,18,Bronze,Mumbai,2022-08-11
C02235,55,Gold,Bangalore,2020-12-05
C02236,24,Bronze,Hyderabad,2020-03-19
C02237,41,Gold,Mumbai,2021-01-03
C02238,22,Silver,Chennai,2020-02-22
C02239,38,Silver,Delhi,2021-10-19
C02240,45,Bronze,Chennai,2022-02-08
C02241,35,Gold,Delhi,2020-09-16
C02242,41,Gold,Hyderabad,2020-10-09
C02243,49,Bronze,Chennai,2021-02-03
C02244,50,Gold,Delhi,2020-08-29
C02245,27,Silver,Pune,2021-02-18
C02246,26,Bronze,Hyderabad,2021-11-06
C02247,50,Bronze,Delhi,2021-03-13
C02248,50,Gold,Bangalore,2022-04-14
C02249,24,Bronze,Delhi,2022-08-01
C02250,21,Gold,Chennai,2021-06-21
C02251,45,Gold,Pune,2021-09-25
C02252,40,Gold,Mumbai,2022-07-31
C02253,49,Gold,Mumbai,2022-05-12
C02254,33,Gold,Delhi,2022-08-17
C02255,27,Bronze,Mumbai,2021-06-27
C02256,31,Silver,Delhi,2020-05-19
C02257,56,Silver,Pune,2021-07-05
C02258,53,Bronze,Mumbai,2022-07-17
C02259,51,Bronze,Chennai,2022-01-20
C02260,41,Silver,Chennai,2021-06-06
C02261,35,Silver,Bangalore,2020-08-12
C02262,33,Silver,Delhi,2021-11-06
C02263,58,Silver,Mumbai,2021-11-28
C02264,54,Silver,Chennai,2020-01-09
C02265,58,Gold,Pune,2021-02-23
C02266,42,Bronze,Pune,2022-03-07
C02267,25,Gold,Bangalore,2022-04-11
C02268,41,Silver,Pune,2020-10-31
C02269,37,Silver,Pune,2021-11-30
C02270,47,Silver,Mumbai,2020-04-09
C02271,37,Gold,Delhi,2020-04-18
C02272,35,Gold,Hyderabad,2022-05-07
C02273,21,Silver,Pune,2022-09-18
C02274,53,Gold,Pune,2022-07-14
C02275,23,Gold,Hyderabad,2021-03-12
C02276,20,Silver,Pune,2020-06-14
C02277,35,Gold,Mumbai,2021-07-23
C02278,57,Bronze,Mumbai,2022-06-24
C02279,35,Bronze,Hyderabad,2020-09-03
C02280,40,Bronze,Chennai,2022-05-05
C02281,52,Bronze,Pune,2022-02-03
C02282,23,Silver,Chennai,2020-03-10
C02283,43,Silver,Pune,2021-11-02
C02284,38,Silver,Delhi,2022-03-22
C02285,41,Bronze,Pune,2021-09-13
C02286,32,Bronze,Mumbai,2021-10-02
C02287,44,Gold,Bangalore,2020-03-07
C02288,49,Gold,Bangalore,2021-04-12
C02289,29,Bronze,Bangalore,2020-07-17
C02290,22,Bronze,Bangalore,2020-01-12
C02291,24,Bronze,Chennai,2021-11-21
C02292,39,Bronze,Chennai,2020-06-14
C02293,44,Gold,Pune,2021-10-01
C02294,32,Bronze,Chennai,2020-02-25
C02295,56,Gold,Pune,2022-02-23
C02296,52,Bronze,Delhi,2020-10-12
C02297,43,Bronze,Pune,2022-04-27
C02298,40,Bronze,Bangalore,2020-03-18
C02299,30,Gold,Hyderabad,2022-09-01
C02300,43,Gold,Hyderabad,2020-05-24
C02301,20,Silver,Mumbai,2020-01-02
C02302,46,Bronze,Mumbai,2020-08-22
C02303,19,Silver,Pune,2021-07-24
C02304,45,Silver,Hyderabad,2020-09-10
C02305,40,Gold,Bangalore,2021-07-23
C02306,53,Gold,Chennai,2022-06-04
C02307,23,Silver,Bangalore,2021-10-29
C02308,28,Bronze,Bangalore,2020-09-01
C02309,55,Gold,Pune,2022-03-16
C02310,51,Bronze,Pune,2021-03-08
C02311,34,Bronze,Delhi,2022-03-18
C02312,20,Silver,Bangalore,2021-02-25
C02313,51,Silver,Bangalore,2020-11-24
C02314,39,Silver,Pune,2021-01-10
C02315,46,Silver,Pune,2020-04-29
C02316,46,Gold,Delhi,2022-05-03
C02317,22,Gold,Delhi,2020-02-29
C02318,27,Silver,Mumbai,2021-05-17
C02319,27,Gold,Hyderabad,2020-04-23
C02320,26,Silver,Bangalore,2021-05-25
C02321,38,Bronze,Bangalore,2022-02-06
C02322,30,Bronze,Delhi,2020-02-18
C02323,27,Bronze,Delhi,2022-08-03
C02324,55,Silver,Mumbai,2022-02-13
C02325,28,Bronze,Hyderabad,2021-10-15
C02326,21,Gold,Mumbai,2020-08-03
C02327,48,Bronze,Hyderabad,2022-05-29
C02328,51,Bronze,Chennai,2022-09-23
C02329,59,Bronze,Bangalore,2020-09-04
C02330,52,Gold,Mumbai,2020-06-11
C02331,56,Silver,Delhi,2021-10-08
C02332,56,Gold,Mumbai,2020-09-01
C02333,50,Silver,Chennai,2022-04-21
C02334,25,Silver,Mumbai,2022-08-08
C02335,49,Bronze,Bangalore,2022-05-09
C02336,50,Silver,Chennai,2022-06-03
C02337,25,Gold,Delhi,2021-09-15
C02338,31,Gold,Delhi,2022-04-18
C02339,51,Silver,Pune,2021-10-16
C02340,25,Bronze,Chennai,2020-05-16
C02341,59,Bronze,Pune,2021-10-31
C02342,24,Gold,Pune,2020-12-06
C02343,30,Bronze,Bangalore,2020-10-28
C02344,38,Silver,Mumbai,2021-12-18
C02345,49,Silver,Delhi,2020-09-21
C02346,28,Gold,Delhi,2020-01-05
C02347,31,Silver,Mumbai,2021-10-11
C02348,28,Gold,Delhi,2020-05-11
C02349,19,Silver,Mumbai,2020-11-23
C02350,51,Gold,Chennai,2022-03-22
C02351,34,Bronze,Bangalore,2022-01-07
C02352,31,Silver,Bangalore,2022-01-17
C02353,42,Silver,Bangalore,2022-03-06
C02354,44,Gold,Mumbai,2020-02-09
C02355,25,Gold,Mumbai,2022-08-17
C02356,34,Silver,Hyderabad,2020-03-05
C02357,22,Gold,Delhi,2020-01-08
C02358,29,Silver,Delhi,2021-11-25
C02359,55,Bronze,Hyderabad,2022-09-19
C02360,35,Gold,Hyderabad,2020-10-05
C02361,43,Silver,Bangalore,2021-12-11
C02362,48,Bronze,Hyderabad,2022-06-11
C02363,54,Bronze,Mumbai,2020-04-18
C02364,23,Silver,Pune,2021-07-15
C02365,58,Gold,Mumbai,2021-12-11
C02366,32,Silver,Hyderabad,2022-01-24
C02367,59,Bronze,Delhi,2022-08-18
C02368,43,Silver,Mumbai,2020-02-12
C02369,29,Gold,Delhi,2020-05-22
C02370,58,Bronze,Mumbai,2020-10-24
C02371,31,Silver,Delhi,2022-09-07
C02372,18,Gold,Chennai,2021-06-27
C02373,34,Bronze,Mumbai,2020-02-04
C02374,50,Gold,Delhi,2021-02-26
C02375,46,Bronze,Pune,2021-01-18
C02376,48,Silver,Bangalore,2020-02-01
C02377,25,Gold,Mumbai,2020-09-09
C02378,47,Bronze,Pune,2020-09-25
C02379,30,Gold,Bangalore,2021-04-14
C02380,33,Gold,Mumbai,2022-01-05
C02381,19,Silver,Pune,2022-07-18
C02382,35,Gold,Pune,2022-01-30
C02383,52,Bronze,Chennai,2020-03-29
C02384,36,Bronze,Pune,2022-09-22
C02385,30,Bronze,Chennai,2022-08-10
C02386,21,Bronze,Hyderabad,2020-11-05
C02387,36,Silver,Delhi,2021-09-09
C02388,42,Gold,Bangalore,2022-07-01
C02389,55,Silver,Delhi,2021-11-05
C02390,48,Gold,Delhi,2020-01-24
C02391,53,Gold,Chennai,2020-09-07
C02392,21,Gold,Delhi,2021-09-11
C02393,56,Silver,Pune,2020-07-03
C02394,24,Gold,Chennai,2021-04-12
C02395,33,Silver,Delhi,2021-05-11
C02396,22,Bronze,Chennai,2022-03-30
C02397,40,Bronze,Hyderabad,2021-01-27
C02398,53,Gold,Chennai,2021-09-21
C02399,49,Silver,Mumbai,2022-09-18
C02400,41,Bronze,Pune,2020-01-03
C02401,42,Silver,Bangalore,2020-01-07
C02402,45,Silver,Mumbai,2021-03-02
C02403,36,Gold,Mumbai,2022-09-24
C02404,24,Bronze,Mumbai,2022-02-04
C02405,58,Gold,Delhi,2021-07-15
C02406,34,Gold,Chennai,2020-01-04
C02407,19,Bronze,Chennai,2021-09-30
C02408,33,Bronze,Delhi,2022-04-28
C02409,56,Silver,Pune,2022-05-28
C02410,35,Bronze,Delhi,2021-02-18
C02411,56,Silver,Delhi,2021-11-23
C02412,18,Silver,Delhi,2021-02-05
C02413,20,Silver,Pune,2020-09-02
C02414,38,Bronze,Pune,2020-07-26
C02415,47,Gold,Hyderabad,2020-05-24
C02416,28,Silver,Hyderabad,2022-03-09
C02417,39,Gold,Hyderabad,2020-10-15
C02418,42,Gold,Hyderabad,2021-06-24
C02419,20,Bronze,Chennai,2020-08-09
C02420,47,Gold,Mumbai,2021-08-17
C02421,41,Gold,Mumbai,2022-08-23
C02422,53,Bronze,Hyderabad,2022-09-17
C02423,40,Silver,Hyderabad,2020-08-12
C02424,25,Gold,Bangalore,2022-07-14
C02425,21,Bronze,Mumbai,2020-05-08
C02426,56,Gold,Bangalore,2021-08-16
C02427,48,Gold,Bangalore,2020-05-29
C02428,46,Silver,Delhi,2021-03-02
C02429,53,Gold,Chennai,2021-05-10
C02430,30,Bronze,Pune,2021-05-11
C02431,58,Gold,Mumbai,2020-06-01
C02432,26,Silver,Hyderabad,2022-04-20
C02433,38,Silver,Hyderabad,2020-08-06
C02434,20,Bronze,Pune,2022-07-04
C02435,42,Silver,Mumbai,2020-11-26
C02436,42,Gold,Hyderabad,2020-01-17
C02437,29,Silver,Hyderabad,2022-01-05
C02438,46,Bronze,Delhi,2022-04-13
C02439,28,Silver,Bangalore,2021-03-24
C02440,28,Silver,Hyderabad,2020-10-21
C02441,43,Silver,Chennai,2020-12-09
C02442,31,Bronze,Mumbai,2020-10-09
C02443,33,Silver,Chennai,2022-04-25
C02444,27,Silver,Pune,2021-03-28
C02445,48,Gold,Delhi,2021-04-15
C02446,48,Bronze,Mumbai,2022-08-05
C02447,53,Silver,Delhi,2022-08-06
C02448,27,Bronze,Bangalore,2020-01-29
C02449,43,Silver,Hyderabad,2020-12-17
C02450,37,Silver,Mumbai,2020-02-07
C02451,26,Silver,Pune,2020-05-22
C02452,32,Gold,Bangalore,2020-11-09
C02453,26,Gold,Bangalore,2022-07-17
C02454,24,Gold,Delhi,2022-01-10
C02455,43,Bronze,Bangalore,2020-03-20
C02456,41,Bronze,Mumbai,2021-06-17
C02457,29,Gold,Delhi,2021-12-03
C02458,37,Bronze,Bangalore,2021-03-08
C02459,31,Silver,Pune,2021-04-21
C02460,39,Silver,Chennai,2020-07-23
C02461,33,Silver,Mumbai,2021-01-29
C02462,46,Gold,Pune,2020-09-04
C02463,49,Bronze,Pune,2022-03-13
C02464,36,Gold,Delhi,2021-12-17
C02465,52,Bronze,Hyderabad,2021-08-25
C02466,49,Silver,Delhi,2022-09-03
C02467,37,Gold,Mumbai,2021-03-08
C02468,57,Bronze,Mumbai,2022-06-28
C02469,37,Bronze,Delhi,2021-12-24
C02470,25,Silver,Hyderabad,2022-08-27
C02471,52,Gold,Delhi,2021-10-12
C02472,59,Gold,Mumbai,2021-04-05
C02473,30,Gold,Hyderabad,2021-08-06
C02474,58,Silver,Mumbai,2022-04-26
C02475,23,Gold,Hyderabad,2021-07-16
C02476,33,Silver,Hyderabad,2021-05-23
C02477,22,Silver,Delhi,2020-07-26
