customer_id,date,calls_made,data_used_gb
C00324,2023-11-27,9,1.42
C00325,2023-01-01,17,6.08
C00325,2023-01-31,10,1.04
C00325,2023-03-02,16,4.8
C00325,2023-04-01,9,3.96
C00325,2023-05-01,9,7.42
C00325,2023-05-31,8,5.98
C00325,2023-06-30,9,5.75
C00325,2023-07-30,9,2.5
C00325,2023-08-29,10,6.54
C00325,2023-09-28,15,0.61
C00325,2023-10-28,10,5.63
C00325,2023-11-27,7,3.19
C00326,2023-01-01,17,6.28
C00326,2023-01-31,11,1.21
C00326,2023-03-02,11,1.49
C00326,2023-04-01,9,1.19
C00326,2023-05-01,11,3.05
C00326,2023-05-31,10,6.68
C00326,2023-06-30,15,9.97
C00326,2023-07-30,17,6.06
C00326,2023-08-29,15,5.51
C00326,2023-09-28,17,9.1
C00326,2023-10-28,14,1.11
C00326,2023-11-27,7,7.94
C00327,2023-01-01,9,1.12
C00327,2023-01-31,12,6.63
C00327,2023-03-02,17,4.78
C00327,2023-04-01,11,5.06
C00327,2023-05-01,13,6.58
C00327,2023-05-31,10,4.73
C00327,2023-06-30,10,0.57
C00327,2023-07-30,10,2.14
C00327,2023-08-29,15,8.04
C00327,2023-09-28,20,3.2
C00327,2023-10-28,14,1.57
C00327,2023-11-27,18,7.76
C00328,2023-01-01,10,1.56
C00328,2023-01-31,20,2.06
C00328,2023-03-02,18,6.53
C00328,2023-04-01,11,5.41
C00328,2023-05-01,14,3.97
C00328,2023-05-31,8,1.1
C00328,2023-06-30,20,9.61
C00328,2023-07-30,13,2.2
C00328,2023-08-29,12,4.23
C00328,2023-09-28,6,3.54
C00328,2023-10-28,18,4.05
C00328,2023-11-27,11,0.75
C00329,2023-01-01,12,6.43
C00329,2023-01-31,14,2.99
C00329,2023-03-02,9,2.82
C00329,2023-04-01,13,7.8
C00329,2023-05-01,12,4.94
C00329,2023-05-31,13,8.42
C00329,2023-06-30,11,3.33
C00329,2023-07-30,13,6.62
C00329,2023-08-29,17,5.08
C00329,2023-09-28,10,4.26
C00329,2023-10-28,11,4.33
C00329,2023-11-27,13,9.9
C00330,2023-01-01,10,3.19
C00330,2023-01-31,11,6.31
C00330,2023-03-02,12,5.8
C00330,2023-04-01,12,0.6
C00330,2023-05-01,10,5.09
C00330,2023-05-31,15,9.54
C00330,2023-06-30,9,6.24
C00330,2023-07-30,17,6.9
C00330,2023-08-29,15,7.71
C00330,2023-09-28,16,8.91
C00330,2023-10-28,9,3.03
C00330,2023-11-27,7,4.23
C00331,2023-01-01,11,7.63
C00331,2023-01-31,7,6.87
C00331,2023-03-02,10,6.62
C00331,2023-04-01,15,1.47
C00331,2023-05-01,7,1.96
C00331,2023-05-31,12,8.98
C00331,2023-06-30,14,0.93
C00331,2023-07-30,14,2.87
C00331,2023-08-29,12,2.34
C00331,2023-09-28,12,5.54
C00331,2023-10-28,13,4.96
C00331,2023-11-27,13,2.33
C00332,2023-01-01,12,0.8
C00332,2023-01-31,10,5.97
C00332,2023-03-02,10,5.72
C00332,2023-04-01,15,1.37
C00332,2023-05-01,13,9.56
C00332,2023-05-31,8,5.0
C00332,2023-06-30,11,8.2
C00332,2023-07-30,14,3.78
C00332,2023-08-29,4,6.66
C00332,2023-09-28,12,5.74
C00332,2023-10-28,13,3.96
C00332,2023-11-27,11,8.43
C00333,2023-01-01,13,4.97
C00333,2023-01-31,9,9.9
C00333,2023-03-02,8,8.73
C00333,2023-04-01,11,8.36
C00333,2023-05-01,12,3.8
C00333,2023-05-31,15,1.95
C00333,2023-06-30,13,8.37
C00333,2023-07-30,10,1.82
C00333,2023-08-29,18,2.69
C00333,2023-09-28,18,6.88
C00333,2023-10-28,12,5.13
C00333,2023-11-27,12,8.78
C00334,2023-01-01,15,6.94
C00334,2023-01-31,13,8.29
C00334,2023-03-02,11,9.11
C00334,2023-04-01,10,9.92
C00334,2023-05-01,12,2.17
C00334,2023-05-31,14,6.79
C00334,2023-06-30,8,6.86
C00334,2023-07-30,16,9.37
C00334,2023-08-29,12,6.13
C00334,2023-09-28,14,7.47
C00334,2023-10-28,11,3.01
C00334,2023-11-27,19,2.3
C00335,2023-01-01,5,8.44
C00335,2023-01-31,7,3.11
C00335,2023-03-02,14,3.13
C00335,2023-04-01,14,7.9
C00335,2023-05-01,8,2.36
C00335,2023-05-31,13,1.91
C00335,2023-06-30,10,5.24
C00335,2023-07-30,13,0.93
C00335,2023-08-29,10,1.62
C00335,2023-09-28,6,8.22
C00335,2023-10-28,13,7.46
C00335,2023-11-27,21,3.99
C00336,2023-01-01,15,5.32
C00336,2023-01-31,12,4.08
C00336,2023-03-02,13,7.11
C00336,2023-04-01,14,5.53
C00336,2023-05-01,15,0.98
C00336,2023-05-31,12,2.89
C00336,2023-06-30,14,1.07
C00336,2023-07-30,10,9.09
C00336,2023-08-29,11,1.54
C00336,2023-09-28,15,6.57
C00336,2023-10-28,12,2.18
C00336,2023-11-27,13,4.62
C00337,2023-01-01,12,9.29
C00337,2023-01-31,10,6.73
C00337,2023-03-02,11,5.43
C00337,2023-04-01,18,1.67
C00337,2023-05-01,16,4.02
C00337,2023-05-31,11,4.34
C00337,2023-06-30,15,4.97
C00337,2023-07-30,7,3.59
C00337,2023-08-29,6,5.23
C00337,2023-09-28,11,3.3
C00337,2023-10-28,13,5.98
C00337,2023-11-27,7,8.75
C00338,2023-01-01,20,1.37
C00338,2023-01-31,15,9.25
C00338,2023-03-02,10,7.59
C00338,2023-04-01,9,0.53
C00338,2023-05-01,10,6.39
C00338,2023-05-31,5,4.12
C00338,2023-06-30,12,1.36
C00338,2023-07-30,15,8.1
C00338,2023-08-29,15,9.13
C00338,2023-09-28,8,4.5
C00338,2023-10-28,21,4.96
C00338,2023-11-27,17,3.03
C00339,2023-01-01,11,8.67
C00339,2023-01-31,19,6.96
C00339,2023-03-02,13,6.72
C00339,2023-04-01,7,4.31
C00339,2023-05-01,15,0.97
C00339,2023-05-31,8,0.64
C00339,2023-06-30,12,4.9
C00339,2023-07-30,10,5.42
C00339,2023-08-29,18,9.24
C00339,2023-09-28,21,1.89
C00339,2023-10-28,11,4.68
C00339,2023-11-27,17,6.52
C00340,2023-01-01,6,4.57
C00340,2023-01-31,9,5.69
C00340,2023-03-02,12,0.75
C00340,2023-04-01,11,5.93
C00340,2023-05-01,12,4.75
C00340,2023-05-31,12,2.5
C00340,2023-06-30,9,6.77
C00340,2023-07-30,10,2.66
C00340,2023-08-29,7,9.21
C00340,2023-09-28,15,0.94
C00340,2023-10-28,6,8.21
C00340,2023-11-27,10,4.26
C00341,2023-01-01,7,6.92
C00341,2023-01-31,11,4.81
C00341,2023-03-02,15,1.17
C00341,2023-04-01,10,2.56
C00341,2023-05-01,11,7.3
C00341,2023-05-31,12,5.43
C00341,2023-06-30,15,7.82
C00341,2023-07-30,12,2.99
C00341,2023-08-29,11,2.18
C00341,2023-09-28,5,9.24
C00341,2023-10-28,13,7.56
C00341,2023-11-27,10,8.55
C00342,2023-01-01,7,5.03
C00342,2023-01-31,20,6.98
C00342,2023-03-02,13,7.56
C00342,2023-04-01,9,7.93
C00342,2023-05-01,19,5.43
C00342,2023-05-31,12,9.93
C00342,2023-06-30,13,2.58
C00342,2023-07-30,20,6.46
C00342,2023-08-29,12,6.51
C00342,2023-09-28,10,6.89
C00342,2023-10-28,10,1.64
C00342,2023-11-27,9,1.46
C00343,2023-01-01,13,0.83
C00343,2023-01-31,11,1.14
C00343,2023-03-02,10,3.87
C00343,2023-04-01,11,1.37
C00343,2023-05-01,10,3.42
C00343,2023-05-31,13,5.42
C00343,2023-06-30,13,1.67
C00343,2023-07-30,10,7.77
C00343,2023-08-29,11,9.12
C00343,2023-09-28,16,6.37
C00343,2023-10-28,11,8.58
C00343,2023-11-27,6,2.38
C00344,2023-01-01,10,6.59
C00344,2023-01-31,11,1.88
C00344,2023-03-02,11,4.14
C00344,2023-04-01,9,2.98
C00344,2023-05-01,14,4.13
C00344,2023-05-31,16,8.68
C00344,2023-06-30,13,4.04
C00344,2023-07-30,13,1.77
C00344,2023-08-29,8,8.84
C00344,2023-09-28,9,3.37
C00344,2023-10-28,16,6.16
C00344,2023-11-27,12,3.24
C00345,2023-01-01,14,1.25
C00345,2023-01-31,6,3.4
C00345,2023-03-02,8,9.72
C00345,2023-04-01,8,4.89
C00345,2023-05-01,13,5.45
C00345,2023-05-31,14,9.15
C00345,2023-06-30,19,5.19
C00345,2023-07-30,19,2.71
C00345,2023-08-29,7,7.15
C00345,2023-09-28,8,9.05
C00345,2023-10-28,9,8.44
C00345,2023-11-27,18,7.35
C00346,2023-01-01,13,8.32
C00346,2023-01-31,12,3.36
C00346,2023-03-02,16,3.97
C00346,2023-04-01,11,8.81
C00346,2023-05-01,7,8.23
C00346,2023-05-31,13,7.92
C00346,2023-06-30,12,3.51
C00346,2023-07-30,13,5.71
C00346,2023-08-29,9,3.66
C00346,2023-09-28,10,9.02
C00346,2023-10-28,8,7.95
C00346,2023-11-27,15,1.63
C00347,2023-01-01,12,4.5
C00347,2023-01-31,13,4.23
C00347,2023-03-02,15,7.17
C00347,2023-04-01,12,1.79
C00347,2023-05-01,11,6.23
C00347,2023-05-31,16,8.51
C00347,2023-06-30,12,5.18
C00347,2023-07-30,12,5.65
C00347,2023-08-29,22,7.22
C00347,2023-09-28,11,6.55
C00347,2023-10-28,10,8.23
C00347,2023-11-27,8,2.39
C00348,2023-01-01,9,4.52
C00348,2023-01-31,14,4.73
C00348,2023-03-02,10,0.64
C00348,2023-04-01,6,6.44
C00348,2023-05-01,9,6.4
C00348,2023-05-31,16,2.18
C00348,2023-06-30,20,3.99
C00348,2023-07-30,18,6.8
C00348,2023-08-29,10,3.97
C00348,2023-09-28,11,2.55
C00348,2023-10-28,10,9.52
C00348,2023-11-27,14,3.41
C00349,2023-01-01,7,4.33
C00349,2023-01-31,16,8.29
C00349,2023-03-02,11,4.88
C00349,2023-04-01,13,3.82
C00349,2023-05-01,8,1.57
C00349,2023-05-31,22,2.32
C00349,2023-06-30,6,3.24
C00349,2023-07-30,18,8.94
C00349,2023-08-29,10,4.62
C00349,2023-09-28,14,7.07
C00349,2023-10-28,13,9.91
C00349,2023-11-27,15,3.04
C00350,2023-01-01,8,2.38
C00350,2023-01-31,11,9.48
C00350,2023-03-02,15,1.56
C00350,2023-04-01,9,4.32
C00350,2023-05-01,5,6.61
C00350,2023-05-31,8,9.73
C00350,2023-06-30,16,4.5
C00350,2023-07-30,11,9.94
C00350,2023-08-29,16,1.42
C00350,2023-09-28,16,4.75
C00350,2023-10-28,19,7.11
C00350,2023-11-27,9,3.37
C00351,2023-01-01,11,3.78
C00351,2023-01-31,15,8.24
C00351,2023-03-02,13,9.23
C00351,2023-04-01,7,1.03
C00351,2023-05-01,11,5.93
C00351,2023-05-31,15,3.67
C00351,2023-06-30,8,6.94
C00351,2023-07-30,13,0.9
C00351,2023-08-29,11,9.71
C00351,2023-09-28,9,5.7
C00351,2023-10-28,7,8.6
C00351,2023-11-27,14,9.78
C00352,2023-01-01,15,2.95
C00352,2023-01-31,8,9.56
C00352,2023-03-02,17,1.04
C00352,2023-04-01,17,3.39
C00352,2023-05-01,13,9.5
C00352,2023-05-31,13,5.06
C00352,2023-06-30,19,3.92
C00352,2023-07-30,14,1.53
C00352,2023-08-29,13,2.1
C00352,2023-09-28,13,4.08
C00352,2023-10-28,6,7.78
C00352,2023-11-27,10,1.22
C00353,2023-01-01,10,7.93
C00353,2023-01-31,10,6.47
C00353,2023-03-02,13,3.62
C00353,2023-04-01,8,6.85
C00353,2023-05-01,14,6.64
C00353,2023-05-31,7,9.31
C00353,2023-06-30,18,3.61
C00353,2023-07-30,14,5.39
C00353,2023-08-29,15,2.93
C00353,2023-09-28,8,0.98
C00353,2023-10-28,13,5.94
C00353,2023-11-27,10,1.86
C00354,2023-01-01,12,5.86
C00354,2023-01-31,17,6.15
C00354,2023-03-02,14,4.26
C00354,2023-04-01,13,8.92
C00354,2023-05-01,7,2.54
C00354,2023-05-31,12,4.68
C00354,2023-06-30,6,1.43
C00354,2023-07-30,9,5.97
C00354,2023-08-29,10,9.98
C00354,2023-09-28,14,4.54
C00354,2023-10-28,8,1.54
C00354,2023-11-27,13,1.04
C00355,2023-01-01,9,4.23
C00355,2023-01-31,14,0.81
C00355,2023-03-02,11,4.09
C00355,2023-04-01,13,4.93
C00355,2023-05-01,9,5.19
C00355,2023-05-31,15,9.14
C00355,2023-06-30,8,7.88
C00355,2023-07-30,9,0.99
C00355,2023-08-29,19,1.11
C00355,2023-09-28,16,1.03
C00355,2023-10-28,11,1.89
C00355,2023-11-27,11,7.15
C00356,2023-01-01,18,2.17
C00356,2023-01-31,9,6.34
C00356,2023-03-02,16,9.18
C00356,2023-04-01,10,8.56
C00356,2023-05-01,11,9.52
C00356,2023-05-31,6,6.17
C00356,2023-06-30,18,6.77
C00356,2023-07-30,12,3.84
C00356,2023-08-29,17,8.32
C00356,2023-09-28,12,1.37
C00356,2023-10-28,10,7.26
C00356,2023-11-27,7,3.51
C00357,2023-01-01,10,1.96
C00357,2023-01-31,16,3.75
C00357,2023-03-02,12,6.05
C00357,2023-04-01,9,6.77
C00357,2023-05-01,8,3.56
C00357,2023-05-31,16,2.77
C00357,2023-06-30,11,3.34
C00357,2023-07-30,11,1.37
C00357,2023-08-29,15,8.22
C00357,2023-09-28,14,5.25
C00357,2023-10-28,12,2.42
C00357,2023-11-27,14,4.06
C00358,2023-01-01,10,1.71
C00358,2023-01-31,11,1.91
C00358,2023-03-02,18,5.3
C00358,2023-04-01,11,9.51
C00358,2023-05-01,11,3.5
C00358,2023-05-31,11,7.97
C00358,2023-06-30,12,8.65
C00358,2023-07-30,2,1.27
C00358,2023-08-29,5,9.43
C00358,2023-09-28,14,4.16
C00358,2023-10-28,12,5.42
C00358,2023-11-27,15,4.48
C00359,2023-01-01,16,5.07
C00359,2023-01-31,10,6.16
C00359,2023-03-02,11,0.76
C00359,2023-04-01,18,7.0
C00359,2023-05-01,14,3.45
C00359,2023-05-31,8,6.99
C00359,2023-06-30,5,4.38
C00359,2023-07-30,12,0.95
C00359,2023-08-29,15,2.44
C00359,2023-09-28,15,5.07
C00359,2023-10-28,17,4.31
C00359,2023-11-27,17,4.84
C00360,2023-01-01,15,6.2
C00360,2023-01-31,12,7.36
C00360,2023-03-02,20,7.7
C00360,2023-04-01,13,4.57
C00360,2023-05-01,19,1.66
C00360,2023-05-31,14,3.57
C00360,2023-06-30,9,3.8
C00360,2023-07-30,8,4.95
C00360,2023-08-29,11,5.62
C00360,2023-09-28,14,5.83
C00360,2023-10-28,14,7.04
C00360,2023-11-27,13,7.27
C00361,2023-01-01,10,5.74
C00361,2023-01-31,9,8.91
C00361,2023-03-02,10,3.69
C00361,2023-04-01,16,0.57
C00361,2023-05-01,12,8.5
C00361,2023-05-31,13,0.81
C00361,2023-06-30,14,0.68
C00361,2023-07-30,8,5.35
C00361,2023-08-29,8,7.63
C00361,2023-09-28,15,7.1
C00361,2023-10-28,12,9.56
C00361,2023-11-27,12,1.1
C00362,2023-01-01,19,5.28
C00362,2023-01-31,10,1.08
C00362,2023-03-02,9,1.29
C00362,2023-04-01,10,1.12
C00362,2023-05-01,16,2.19
C00362,2023-05-31,8,5.95
C00362,2023-06-30,11,7.2
C00362,2023-07-30,15,7.31
C00362,2023-08-29,8,1.19
C00362,2023-09-28,9,7.53
C00362,2023-10-28,6,9.92
C00362,2023-11-27,10,1.31
C00363,2023-01-01,14,2.0
C00363,2023-01-31,13,5.87
C00363,2023-03-02,11,6.66
C00363,2023-04-01,17,2.55
C00363,2023-05-01,13,1.84
C00363,2023-05-31,13,2.1
C00363,2023-06-30,14,0.9
C00363,2023-07-30,7,4.68
C00363,2023-08-29,11,9.92
C00363,2023-09-28,9,9.82
C00363,2023-10-28,14,3.22
C00363,2023-11-27,17,3.11
C00364,2023-01-01,8,7.3
C00364,2023-01-31,12,8.8
C00364,2023-03-02,20,8.5
C00364,2023-04-01,5,7.55
C00364,2023-05-01,13,7.23
C00364,2023-05-31,14,3.46
C00364,2023-06-30,11,9.41
C00364,2023-07-30,11,9.41
C00364,2023-08-29,6,8.74
C00364,2023-09-28,12,9.34
C00364,2023-10-28,21,8.75
C00364,2023-11-27,14,9.44
C00365,2023-01-01,5,4.26
C00365,2023-01-31,14,8.95
C00365,2023-03-02,14,6.75
C00365,2023-04-01,12,0.77
C00365,2023-05-01,12,8.2
C00365,2023-05-31,6,4.63
C00365,2023-06-30,13,2.44
C00365,2023-07-30,8,3.0
C00365,2023-08-29,8,8.49
C00365,2023-09-28,11,5.01
C00365,2023-10-28,11,4.09
C00365,2023-11-27,12,0.86
C00366,2023-01-01,5,3.14
C00366,2023-01-31,8,2.27
C00366,2023-03-02,8,4.28
C00366,2023-04-01,18,4.88
C00366,2023-05-01,9,1.48
C00366,2023-05-31,19,6.16
C00366,2023-06-30,8,2.27
C00366,2023-07-30,16,5.99
C00366,2023-08-29,15,6.06
C00366,2023-09-28,7,5.57
C00366,2023-10-28,13,5.81
C00366,2023-11-27,11,8.98
C00367,2023-01-01,12,7.78
C00367,2023-01-31,7,2.51
C00367,2023-03-02,10,2.6
C00367,2023-04-01,12,8.81
C00367,2023-05-01,9,4.36
C00367,2023-05-31,9,8.89
C00367,2023-06-30,7,3.45
C00367,2023-07-30,6,7.96
C00367,2023-08-29,16,5.62
C00367,2023-09-28,15,7.91
C00367,2023-10-28,11,2.66
C00367,2023-11-27,16,0.57
C00368,2023-01-01,12,1.05
C00368,2023-01-31,11,2.44
C00368,2023-03-02,10,3.35
C00368,2023-04-01,7,9.15
C00368,2023-05-01,17,2.69
C00368,2023-05-31,14,0.99
C00368,2023-06-30,14,5.77
C00368,2023-07-30,7,7.31
C00368,2023-08-29,10,0.57
C00368,2023-09-28,12,4.9
C00368,2023-10-28,13,4.8
C00368,2023-11-27,8,9.05
C00369,2023-01-01,9,3.06
C00369,2023-01-31,14,2.47
C00369,2023-03-02,11,3.85
C00369,2023-04-01,13,6.95
C00369,2023-05-01,12,4.59
C00369,2023-05-31,17,3.43
C00369,2023-06-30,13,5.42
C00369,2023-07-30,15,8.91
C00369,2023-08-29,13,8.77
C00369,2023-09-28,16,1.69
C00369,2023-10-28,13,4.41
C00369,2023-11-27,24,2.46
C00370,2023-01-01,14,8.3
C00370,2023-01-31,8,2.86
C00370,2023-03-02,14,9.49
C00370,2023-04-01,11,5.97
C00370,2023-05-01,18,5.72
C00370,2023-05-31,11,5.96
C00370,2023-06-30,15,3.15
C00370,2023-07-30,9,9.81
C00370,2023-08-29,11,4.48
C00370,2023-09-28,7,5.33
C00370,2023-10-28,7,1.5
C00370,2023-11-27,13,6.88
C00371,2023-01-01,11,5.68
C00371,2023-01-31,18,7.53
C00371,2023-03-02,12,1.14
C00371,2023-04-01,9,0.88
C00371,2023-05-01,6,6.92
C00371,2023-05-31,15,5.39
C00371,2023-06-30,17,1.27
C00371,2023-07-30,11,2.18
C00371,2023-08-29,18,6.1
C00371,2023-09-28,14,1.19
C00371,2023-10-28,8,7.72
C00371,2023-11-27,11,8.6
C00372,2023-01-01,12,4.14
C00372,2023-01-31,14,1.72
C00372,2023-03-02,11,8.67
C00372,2023-04-01,8,1.01
C00372,2023-05-01,13,5.23
C00372,2023-05-31,7,5.86
C00372,2023-06-30,21,9.27
C00372,2023-07-30,12,6.82
C00372,2023-08-29,12,6.45
C00372,2023-09-28,12,7.05
C00372,2023-10-28,12,1.1
C00372,2023-11-27,12,1.01
C00373,2023-01-01,10,6.01
C00373,2023-01-31,12,3.04
C00373,2023-03-02,11,9.93
C00373,2023-04-01,17,6.94
C00373,2023-05-01,12,6.22
C00373,2023-05-31,11,7.2
C00373,2023-06-30,17,7.22
C00373,2023-07-30,11,6.4
C00373,2023-08-29,19,7.72
C00373,2023-09-28,10,7.72
C00373,2023-10-28,8,6.49
C00373,2023-11-27,13,0.95
C00374,2023-01-01,14,1.08
C00374,2023-01-31,12,8.12
C00374,2023-03-02,4,1.49
C00374,2023-04-01,17,2.5
C00374,2023-05-01,10,4.79
C00374,2023-05-31,11,3.73
C00374,2023-06-30,14,0.96
C00374,2023-07-30,18,4.79
C00374,2023-08-29,19,0.71
C00374,2023-09-28,12,6.03
C00374,2023-10-28,16,6.63
C00374,2023-11-27,11,4.24
C00375,2023-01-01,16,7.49
C00375,2023-01-31,12,7.45
C00375,2023-03-02,18,9.31
C00375,2023-04-01,10,8.44
C00375,2023-05-01,13,2.06
C00375,2023-05-31,19,1.46
C00375,2023-06-30,13,6.11
C00375,2023-07-30,9,9.74
C00375,2023-08-29,15,4.94
C00375,2023-09-28,14,0.81
C00375,2023-10-28,11,1.12
C00375,2023-11-27,10,2.88
C00376,2023-01-01,13,8.69
C00376,2023-01-31,14,1.86
C00376,2023-03-02,13,4.24
C00376,2023-04-01,11,3.36
C00376,2023-05-01,10,8.16
C00376,2023-05-31,20,1.56
C00376,2023-06-30,17,5.1
C00376,2023-07-30,18,6.88
C00376,2023-08-29,23,2.85
C00376,2023-09-28,10,8.72
C00376,2023-10-28,12,5.77
C00376,2023-11-27,10,4.65
C00377,2023-01-01,11,5.54
C00377,2023-01-31,12,8.2
C00377,2023-03-02,12,9.65
C00377,2023-04-01,12,5.0
C00377,2023-05-01,13,8.22
C00377,2023-05-31,12,2.02
C00377,2023-06-30,16,8.3
C00377,2023-07-30,6,7.76
C00377,2023-08-29,13,9.39
C00377,2023-09-28,9,7.11
C00377,2023-10-28,7,9.33
C00377,2023-11-27,13,3.98
C00378,2023-01-01,9,7.1
C00378,2023-01-31,10,9.96
C00378,2023-03-02,9,9.55
C00378,2023-04-01,17,6.56
C00378,2023-05-01,12,1.87
C00378,2023-05-31,15,6.29
C00378,2023-06-30,13,1.79
C00378,2023-07-30,15,7.39
C00378,2023-08-29,8,2.32
C00378,2023-09-28,14,0.86
C00378,2023-10-28,12,6.92
C00378,2023-11-27,12,8.47
C00379,2023-01-01,10,7.93
C00379,2023-01-31,8,9.13
C00379,2023-03-02,12,8.28
C00379,2023-04-01,8,3.46
C00379,2023-05-01,15,6.28
C00379,2023-05-31,10,8.26
C00379,2023-06-30,11,0.81
C00379,2023-07-30,15,7.09
C00379,2023-08-29,15,3.31
C00379,2023-09-28,14,8.56
C00379,2023-10-28,10,1.45
C00379,2023-11-27,8,0.96
C00380,2023-01-01,8,4.11
C00380,2023-01-31,8,3.52
C00380,2023-03-02,15,9.49
C00380,2023-04-01,8,3.16
C00380,2023-05-01,11,2.0
C00380,2023-05-31,11,9.1
C00380,2023-06-30,4,0.76
C00380,2023-07-30,13,8.53
C00380,2023-08-29,12,5.78
C00380,2023-09-28,15,9.48
C00380,2023-10-28,14,3.85
C00380,2023-11-27,19,8.44
C00381,2023-01-01,11,9.16
C00381,2023-01-31,12,3.64
C00381,2023-03-02,5,1.64
C00381,2023-04-01,10,1.93
C00381,2023-05-01,14,7.89
C00381,2023-05-31,9,3.77
C00381,2023-06-30,8,1.26
C00381,2023-07-30,11,3.71
C00381,2023-08-29,14,3.88
C00381,2023-09-28,9,7.98
C00381,2023-10-28,13,5.06
C00381,2023-11-27,11,5.23
C00382,2023-01-01,8,7.26
C00382,2023-01-31,10,3.56
C00382,2023-03-02,12,1.15
C00382,2023-04-01,16,6.82
C00382,2023-05-01,15,9.28
C00382,2023-05-31,14,5.6
C00382,2023-06-30,14,4.53
C00382,2023-07-30,9,9.31
C00382,2023-08-29,9,0.62
C00382,2023-09-28,17,3.89
C00382,2023-10-28,13,0.62
C00382,2023-11-27,14,8.37
C00383,2023-01-01,9,5.7
C00383,2023-01-31,18,1.06
C00383,2023-03-02,12,3.46
C00383,2023-04-01,13,0.52
C00383,2023-05-01,16,9.01
C00383,2023-05-31,11,2.93
C00383,2023-06-30,13,3.0
C00383,2023-07-30,20,9.34
C00383,2023-08-29,17,6.25
C00383,2023-09-28,15,1.37
C00383,2023-10-28,16,3.0
C00383,2023-11-27,6,0.9
C00384,2023-01-01,10,6.86
C00384,2023-01-31,20,9.97
C00384,2023-03-02,10,1.6
C00384,2023-04-01,13,8.56
C00384,2023-05-01,9,3.11
C00384,2023-05-31,8,5.36
C00384,2023-06-30,17,8.79
C00384,2023-07-30,21,8.44
C00384,2023-08-29,11,4.66
C00384,2023-09-28,11,8.75
C00384,2023-10-28,14,1.55
C00384,2023-11-27,13,3.3
C00385,2023-01-01,13,3.0
C00385,2023-01-31,12,1.03
C00385,2023-03-02,9,6.21
C00385,2023-04-01,14,7.67
C00385,2023-05-01,12,1.26
C00385,2023-05-31,16,3.15
C00385,2023-06-30,15,6.63
C00385,2023-07-30,8,6.61
C00385,2023-08-29,6,7.27
C00385,2023-09-28,11,4.49
C00385,2023-10-28,16,5.25
C00385,2023-11-27,4,8.14
C00386,2023-01-01,19,0.7
C00386,2023-01-31,11,6.93
C00386,2023-03-02,12,2.68
C00386,2023-04-01,16,1.02
C00386,2023-05-01,13,7.27
C00386,2023-05-31,8,5.07
C00386,2023-06-30,17,1.88
C00386,2023-07-30,11,7.17
C00386,2023-08-29,13,7.77
C00386,2023-09-28,19,8.88
C00386,2023-10-28,11,3.09
C00386,2023-11-27,17,5.59
C00387,2023-01-01,16,3.56
C00387,2023-01-31,6,3.72
C00387,2023-03-02,10,4.6
C00387,2023-04-01,7,7.98
C00387,2023-05-01,12,2.26
C00387,2023-05-31,12,0.66
C00387,2023-06-30,7,3.55
C00387,2023-07-30,14,3.66
C00387,2023-08-29,9,7.93
C00387,2023-09-28,16,1.99
C00387,2023-10-28,9,5.73
C00387,2023-11-27,15,8.39
C00388,2023-01-01,13,4.23
C00388,2023-01-31,9,4.97
C00388,2023-03-02,7,1.81
C00388,2023-04-01,16,8.09
C00388,2023-05-01,9,0.86
C00388,2023-05-31,12,8.44
C00388,2023-06-30,14,9.88
C00388,2023-07-30,15,2.56
C00388,2023-08-29,17,3.33
C00388,2023-09-28,14,9.12
C00388,2023-10-28,16,2.31
C00388,2023-11-27,12,3.06
C00389,2023-01-01,12,7.77
C00389,2023-01-31,15,7.22
C00389,2023-03-02,14,3.96
C00389,2023-04-01,15,6.11
C00389,2023-05-01,16,2.71
C00389,2023-05-31,11,3.71
C00389,2023-06-30,11,2.91
C00389,2023-07-30,17,8.59
C00389,2023-08-29,11,1.55
C00389,2023-09-28,9,3.84
C00389,2023-10-28,12,5.11
C00389,2023-11-27,12,8.75
C00390,2023-01-01,16,2.65
C00390,2023-01-31,6,8.9
C00390,2023-03-02,10,0.72
C00390,2023-04-01,10,1.47
C00390,2023-05-01,20,0.56
C00390,2023-05-31,19,1.29
C00390,2023-06-30,13,5.9
C00390,2023-07-30,14,5.14
C00390,2023-08-29,14,4.25
C00390,2023-09-28,11,5.77
C00390,2023-10-28,13,4.36
C00390,2023-11-27,8,5.44
C00391,2023-01-01,16,1.97
C00391,2023-01-31,11,6.92
C00391,2023-03-02,6,3.16
C00391,2023-04-01,13,9.27
C00391,2023-05-01,21,8.63
C00391,2023-05-31,13,8.59
C00391,2023-06-30,12,3.72
C00391,2023-07-30,15,7.43
C00391,2023-08-29,9,7.36
C00391,2023-09-28,10,2.54
C00391,2023-10-28,8,2.98
C00391,2023-11-27,17,7.57
C00392,2023-01-01,11,5.26
C00392,2023-01-31,8,6.99
C00392,2023-03-02,7,4.7
C00392,2023-04-01,17,9.86
C00392,2023-05-01,15,8.49
C00392,2023-05-31,12,1.75
C00392,2023-06-30,11,9.5
C00392,2023-07-30,9,2.65
C00392,2023-08-29,13,7.63
C00392,2023-09-28,8,5.99
C00392,2023-10-28,13,7.43
C00392,2023-11-27,21,5.65
C00393,2023-01-01,8,7.31
C00393,2023-01-31,13,9.41
C00393,2023-03-02,15,4.92
C00393,2023-04-01,17,6.02
C00393,2023-05-01,9,9.17
